"source";"target";"type"
"19";"190";"undirected"
"1";"190";"undirected"
"62";"191";"undirected"
"14";"191";"undirected"
"185";"192";"undirected"
"176";"192";"undirected"
"36";"193";"undirected"
"165";"193";"undirected"
"161";"194";"undirected"
"158";"194";"undirected"
"31";"195";"undirected"
"83";"195";"undirected"
"152";"196";"undirected"
"47";"196";"undirected"
"74";"197";"undirected"
"55";"197";"undirected"
"1";"198";"undirected"
"60";"198";"undirected"
"169";"199";"undirected"
"9";"199";"undirected"
"180";"200";"undirected"
"99";"200";"undirected"
"15";"201";"undirected"
"105";"201";"undirected"
"24";"202";"undirected"
"66";"202";"undirected"
"189";"203";"undirected"
"10";"203";"undirected"
"72";"204";"undirected"
"51";"204";"undirected"
"27";"205";"undirected"
"192";"205";"undirected"
"165";"206";"undirected"
"19";"206";"undirected"
"53";"207";"undirected"
"36";"207";"undirected"
"47";"208";"undirected"
"159";"208";"undirected"
"48";"209";"undirected"
"55";"209";"undirected"
"44";"210";"undirected"
"5";"210";"undirected"
"5";"211";"undirected"
"51";"211";"undirected"
"1";"212";"undirected"
"47";"212";"undirected"
"122";"213";"undirected"
"93";"213";"undirected"
"104";"214";"undirected"
"39";"214";"undirected"
"118";"215";"undirected"
"8";"215";"undirected"
"16";"216";"undirected"
"200";"216";"undirected"
"5";"217";"undirected"
"112";"217";"undirected"
"187";"218";"undirected"
"64";"218";"undirected"
"183";"219";"undirected"
"44";"219";"undirected"
"11";"220";"undirected"
"93";"220";"undirected"
"2";"221";"undirected"
"100";"221";"undirected"
"109";"222";"undirected"
"48";"222";"undirected"
"211";"223";"undirected"
"14";"223";"undirected"
"13";"224";"undirected"
"88";"224";"undirected"
"34";"225";"undirected"
"119";"225";"undirected"
"29";"226";"undirected"
"103";"226";"undirected"
"27";"227";"undirected"
"13";"227";"undirected"
"34";"228";"undirected"
"121";"228";"undirected"
"48";"229";"undirected"
"222";"229";"undirected"
"166";"230";"undirected"
"23";"230";"undirected"
"117";"231";"undirected"
"86";"231";"undirected"
"14";"232";"undirected"
"166";"232";"undirected"
"123";"233";"undirected"
"34";"233";"undirected"
"52";"234";"undirected"
"17";"234";"undirected"
"5";"235";"undirected"
"173";"235";"undirected"
"68";"236";"undirected"
"5";"236";"undirected"
"14";"237";"undirected"
"39";"237";"undirected"
"27";"238";"undirected"
"161";"238";"undirected"
"200";"239";"undirected"
"40";"239";"undirected"
"10";"240";"undirected"
"142";"240";"undirected"
"240";"241";"undirected"
"227";"241";"undirected"
"50";"242";"undirected"
"74";"242";"undirected"
"149";"243";"undirected"
"68";"243";"undirected"
"31";"244";"undirected"
"36";"244";"undirected"
"19";"245";"undirected"
"192";"245";"undirected"
"107";"246";"undirected"
"24";"246";"undirected"
"120";"247";"undirected"
"157";"247";"undirected"
"127";"248";"undirected"
"85";"248";"undirected"
"47";"249";"undirected"
"11";"249";"undirected"
"48";"250";"undirected"
"236";"250";"undirected"
"112";"251";"undirected"
"63";"251";"undirected"
"1";"252";"undirected"
"97";"252";"undirected"
"26";"253";"undirected"
"2";"253";"undirected"
"199";"254";"undirected"
"15";"254";"undirected"
"93";"255";"undirected"
"5";"255";"undirected"
"44";"256";"undirected"
"171";"256";"undirected"
"154";"257";"undirected"
"1";"257";"undirected"
"158";"258";"undirected"
"7";"258";"undirected"
"60";"259";"undirected"
"76";"259";"undirected"
"103";"260";"undirected"
"4";"260";"undirected"
"27";"261";"undirected"
"249";"261";"undirected"
"5";"262";"undirected"
"107";"262";"undirected"
"56";"263";"undirected"
"5";"263";"undirected"
"86";"264";"undirected"
"82";"264";"undirected"
"6";"265";"undirected"
"88";"265";"undirected"
"103";"266";"undirected"
"246";"266";"undirected"
"10";"267";"undirected"
"167";"267";"undirected"
"195";"268";"undirected"
"80";"268";"undirected"
"201";"269";"undirected"
"27";"269";"undirected"
"203";"270";"undirected"
"35";"270";"undirected"
"121";"271";"undirected"
"55";"271";"undirected"
"147";"272";"undirected"
"7";"272";"undirected"
"82";"273";"undirected"
"156";"273";"undirected"
"97";"274";"undirected"
"80";"274";"undirected"
"52";"275";"undirected"
"34";"275";"undirected"
"154";"276";"undirected"
"40";"276";"undirected"
"80";"277";"undirected"
"57";"277";"undirected"
"31";"278";"undirected"
"210";"278";"undirected"
"9";"279";"undirected"
"40";"279";"undirected"
"31";"280";"undirected"
"133";"280";"undirected"
"165";"281";"undirected"
"11";"281";"undirected"
"31";"282";"undirected"
"97";"282";"undirected"
"264";"283";"undirected"
"230";"283";"undirected"
"1";"284";"undirected"
"19";"284";"undirected"
"5";"285";"undirected"
"243";"285";"undirected"
"210";"286";"undirected"
"17";"286";"undirected"
"209";"287";"undirected"
"236";"287";"undirected"
"282";"288";"undirected"
"177";"288";"undirected"
"177";"289";"undirected"
"36";"289";"undirected"
"24";"290";"undirected"
"4";"290";"undirected"
"6";"291";"undirected"
"103";"291";"undirected"
"222";"292";"undirected"
"5";"292";"undirected"
"6";"293";"undirected"
"2";"293";"undirected"
"239";"294";"undirected"
"269";"294";"undirected"
"13";"295";"undirected"
"30";"295";"undirected"
"10";"296";"undirected"
"82";"296";"undirected"
"76";"297";"undirected"
"199";"297";"undirected"
"161";"298";"undirected"
"257";"298";"undirected"
"232";"299";"undirected"
"6";"299";"undirected"
"54";"300";"undirected"
"117";"300";"undirected"
"2";"301";"undirected"
"166";"301";"undirected"
"18";"302";"undirected"
"40";"302";"undirected"
"67";"303";"undirected"
"107";"303";"undirected"
"9";"304";"undirected"
"106";"304";"undirected"
"141";"305";"undirected"
"179";"305";"undirected"
"55";"306";"undirected"
"279";"306";"undirected"
"5";"307";"undirected"
"9";"307";"undirected"
"21";"308";"undirected"
"180";"308";"undirected"
"237";"309";"undirected"
"74";"309";"undirected"
"40";"310";"undirected"
"16";"310";"undirected"
"83";"311";"undirected"
"2";"311";"undirected"
"164";"312";"undirected"
"55";"312";"undirected"
"194";"313";"undirected"
"19";"313";"undirected"
"311";"314";"undirected"
"300";"314";"undirected"
"306";"315";"undirected"
"17";"315";"undirected"
"117";"316";"undirected"
"36";"316";"undirected"
"238";"317";"undirected"
"94";"317";"undirected"
"40";"318";"undirected"
"219";"318";"undirected"
"196";"319";"undirected"
"18";"319";"undirected"
"34";"320";"undirected"
"274";"320";"undirected"
"71";"321";"undirected"
"54";"321";"undirected"
"133";"322";"undirected"
"21";"322";"undirected"
"20";"323";"undirected"
"154";"323";"undirected"
"38";"324";"undirected"
"5";"324";"undirected"
"142";"325";"undirected"
"18";"325";"undirected"
"5";"326";"undirected"
"8";"326";"undirected"
"46";"327";"undirected"
"122";"327";"undirected"
"31";"328";"undirected"
"320";"328";"undirected"
"74";"329";"undirected"
"173";"329";"undirected"
"4";"330";"undirected"
"136";"330";"undirected"
"19";"331";"undirected"
"204";"331";"undirected"
"295";"332";"undirected"
"117";"332";"undirected"
"316";"333";"undirected"
"33";"333";"undirected"
"41";"334";"undirected"
"332";"334";"undirected"
"14";"335";"undirected"
"75";"335";"undirected"
"132";"336";"undirected"
"311";"336";"undirected"
"32";"337";"undirected"
"7";"337";"undirected"
"40";"338";"undirected"
"203";"338";"undirected"
"83";"339";"undirected"
"5";"339";"undirected"
"41";"340";"undirected"
"292";"340";"undirected"
"10";"341";"undirected"
"20";"341";"undirected"
"117";"342";"undirected"
"140";"342";"undirected"
"279";"343";"undirected"
"216";"343";"undirected"
"2";"344";"undirected"
"1";"344";"undirected"
"233";"345";"undirected"
"6";"345";"undirected"
"31";"346";"undirected"
"282";"346";"undirected"
"17";"347";"undirected"
"330";"347";"undirected"
"6";"348";"undirected"
"97";"348";"undirected"
"193";"349";"undirected"
"17";"349";"undirected"
"192";"350";"undirected"
"270";"350";"undirected"
"58";"351";"undirected"
"229";"351";"undirected"
"77";"352";"undirected"
"176";"352";"undirected"
"289";"353";"undirected"
"74";"353";"undirected"
"23";"354";"undirected"
"5";"354";"undirected"
"5";"355";"undirected"
"205";"355";"undirected"
"15";"356";"undirected"
"51";"356";"undirected"
"294";"357";"undirected"
"1";"357";"undirected"
"229";"358";"undirected"
"222";"358";"undirected"
"288";"359";"undirected"
"41";"359";"undirected"
"23";"360";"undirected"
"53";"360";"undirected"
"243";"361";"undirected"
"7";"361";"undirected"
"53";"362";"undirected"
"342";"362";"undirected"
"47";"363";"undirected"
"5";"363";"undirected"
"149";"364";"undirected"
"14";"364";"undirected"
"147";"365";"undirected"
"24";"365";"undirected"
"39";"366";"undirected"
"71";"366";"undirected"
"178";"367";"undirected"
"41";"367";"undirected"
"60";"368";"undirected"
"57";"368";"undirected"
"33";"369";"undirected"
"356";"369";"undirected"
"51";"370";"undirected"
"40";"370";"undirected"
"95";"371";"undirected"
"53";"371";"undirected"
"190";"372";"undirected"
"37";"372";"undirected"
"286";"373";"undirected"
"5";"373";"undirected"
"60";"374";"undirected"
"115";"374";"undirected"
"19";"375";"undirected"
"14";"375";"undirected"
"117";"376";"undirected"
"82";"376";"undirected"
"121";"377";"undirected"
"159";"377";"undirected"
"10";"378";"undirected"
"24";"378";"undirected"
"117";"379";"undirected"
"197";"379";"undirected"
"167";"380";"undirected"
"9";"380";"undirected"
"125";"381";"undirected"
"14";"381";"undirected"
"14";"382";"undirected"
"1";"382";"undirected"
"1";"383";"undirected"
"328";"383";"undirected"
"82";"384";"undirected"
"378";"384";"undirected"
"28";"385";"undirected"
"9";"385";"undirected"
"26";"386";"undirected"
"158";"386";"undirected"
"176";"387";"undirected"
"179";"387";"undirected"
"47";"388";"undirected"
"240";"388";"undirected"
"2";"389";"undirected"
"159";"389";"undirected"
"248";"390";"undirected"
"29";"390";"undirected"
"50";"391";"undirected"
"265";"391";"undirected"
"149";"392";"undirected"
"2";"392";"undirected"
"40";"393";"undirected"
"320";"393";"undirected"
"10";"394";"undirected"
"74";"394";"undirected"
"30";"395";"undirected"
"348";"395";"undirected"
"4";"396";"undirected"
"119";"396";"undirected"
"14";"397";"undirected"
"97";"397";"undirected"
"41";"398";"undirected"
"14";"398";"undirected"
"120";"399";"undirected"
"29";"399";"undirected"
"167";"400";"undirected"
"156";"400";"undirected"
"103";"401";"undirected"
"80";"401";"undirected"
"117";"402";"undirected"
"240";"402";"undirected"
"11";"403";"undirected"
"80";"403";"undirected"
"147";"404";"undirected"
"200";"404";"undirected"
"402";"405";"undirected"
"125";"405";"undirected"
"40";"406";"undirected"
"374";"406";"undirected"
"31";"407";"undirected"
"6";"407";"undirected"
"129";"408";"undirected"
"17";"408";"undirected"
"92";"409";"undirected"
"152";"409";"undirected"
"1";"410";"undirected"
"107";"410";"undirected"
"5";"411";"undirected"
"30";"411";"undirected"
"337";"412";"undirected"
"54";"412";"undirected"
"12";"413";"undirected"
"411";"413";"undirected"
"173";"414";"undirected"
"238";"414";"undirected"
"9";"415";"undirected"
"27";"415";"undirected"
"5";"416";"undirected"
"7";"416";"undirected"
"192";"417";"undirected"
"361";"417";"undirected"
"76";"418";"undirected"
"14";"418";"undirected"
"5";"419";"undirected"
"68";"419";"undirected"
"6";"420";"undirected"
"398";"420";"undirected"
"222";"421";"undirected"
"82";"421";"undirected"
"349";"422";"undirected"
"97";"422";"undirected"
"44";"423";"undirected"
"112";"423";"undirected"
"88";"424";"undirected"
"58";"424";"undirected"
"22";"425";"undirected"
"48";"425";"undirected"
"76";"426";"undirected"
"408";"426";"undirected"
"56";"427";"undirected"
"124";"427";"undirected"
"2";"428";"undirected"
"214";"428";"undirected"
"83";"429";"undirected"
"361";"429";"undirected"
"46";"430";"undirected"
"2";"430";"undirected"
"178";"431";"undirected"
"1";"431";"undirected"
"76";"432";"undirected"
"395";"432";"undirected"
"197";"433";"undirected"
"49";"433";"undirected"
"158";"434";"undirected"
"199";"434";"undirected"
"158";"435";"undirected"
"147";"435";"undirected"
"274";"436";"undirected"
"128";"436";"undirected"
"1";"437";"undirected"
"97";"437";"undirected"
"2";"438";"undirected"
"74";"438";"undirected"
"82";"439";"undirected"
"4";"439";"undirected"
"153";"440";"undirected"
"61";"440";"undirected"
"5";"441";"undirected"
"14";"441";"undirected"
"67";"442";"undirected"
"212";"442";"undirected"
"98";"443";"undirected"
"402";"443";"undirected"
"46";"444";"undirected"
"154";"444";"undirected"
"432";"445";"undirected"
"392";"445";"undirected"
"157";"446";"undirected"
"378";"446";"undirected"
"207";"447";"undirected"
"198";"447";"undirected"
"31";"448";"undirected"
"117";"448";"undirected"
"95";"449";"undirected"
"96";"449";"undirected"
"24";"450";"undirected"
"239";"450";"undirected"
"298";"451";"undirected"
"212";"451";"undirected"
"199";"452";"undirected"
"74";"452";"undirected"
"127";"453";"undirected"
"195";"453";"undirected"
"440";"454";"undirected"
"9";"454";"undirected"
"20";"455";"undirected"
"69";"455";"undirected"
"123";"456";"undirected"
"342";"456";"undirected"
"342";"457";"undirected"
"325";"457";"undirected"
"21";"458";"undirected"
"340";"458";"undirected"
"14";"459";"undirected"
"23";"459";"undirected"
"43";"460";"undirected"
"339";"460";"undirected"
"125";"461";"undirected"
"127";"461";"undirected"
"5";"462";"undirected"
"154";"462";"undirected"
"9";"463";"undirected"
"449";"463";"undirected"
"200";"464";"undirected"
"288";"464";"undirected"
"213";"465";"undirected"
"10";"465";"undirected"
"48";"466";"undirected"
"53";"466";"undirected"
"63";"467";"undirected"
"5";"467";"undirected"
"334";"468";"undirected"
"53";"468";"undirected"
"104";"469";"undirected"
"40";"469";"undirected"
"167";"470";"undirected"
"100";"470";"undirected"
"26";"471";"undirected"
"80";"471";"undirected"
"150";"472";"undirected"
"415";"472";"undirected"
"22";"473";"undirected"
"177";"473";"undirected"
"159";"474";"undirected"
"29";"474";"undirected"
"133";"475";"undirected"
"425";"475";"undirected"
"191";"476";"undirected"
"55";"476";"undirected"
"165";"477";"undirected"
"47";"477";"undirected"
"84";"478";"undirected"
"398";"478";"undirected"
"236";"479";"undirected"
"25";"479";"undirected"
"53";"480";"undirected"
"196";"480";"undirected"
"189";"481";"undirected"
"365";"481";"undirected"
"201";"482";"undirected"
"165";"482";"undirected"
"318";"483";"undirected"
"14";"483";"undirected"
"157";"484";"undirected"
"27";"484";"undirected"
"20";"485";"undirected"
"144";"485";"undirected"
"10";"486";"undirected"
"141";"486";"undirected"
"142";"487";"undirected"
"466";"487";"undirected"
"442";"488";"undirected"
"295";"488";"undirected"
"29";"489";"undirected"
"5";"489";"undirected"
"470";"490";"undirected"
"440";"490";"undirected"
"301";"491";"undirected"
"47";"491";"undirected"
"226";"492";"undirected"
"2";"492";"undirected"
"478";"493";"undirected"
"153";"493";"undirected"
"21";"494";"undirected"
"107";"494";"undirected"
"463";"495";"undirected"
"260";"495";"undirected"
"10";"496";"undirected"
"378";"496";"undirected"
"58";"497";"undirected"
"93";"497";"undirected"
"495";"498";"undirected"
"5";"498";"undirected"
"170";"499";"undirected"
"258";"499";"undirected"
"457";"500";"undirected"
"9";"500";"undirected"
