"source";"target";"type"
"318";"374";"undirected"
"50";"375";"undirected"
"149";"376";"undirected"
"74";"377";"undirected"
"45";"378";"undirected"
"3";"379";"undirected"
"372";"380";"undirected"
"4";"381";"undirected"
"23";"382";"undirected"
"69";"383";"undirected"
"204";"384";"undirected"
"118";"385";"undirected"
"30";"386";"undirected"
"39";"387";"undirected"
"240";"388";"undirected"
"29";"389";"undirected"
"196";"390";"undirected"
"252";"391";"undirected"
"43";"392";"undirected"
"76";"393";"undirected"
"131";"394";"undirected"
"174";"395";"undirected"
"126";"396";"undirected"
"243";"397";"undirected"
"33";"398";"undirected"
"28";"399";"undirected"
"361";"400";"undirected"
"11";"401";"undirected"
"62";"402";"undirected"
"7";"403";"undirected"
"92";"404";"undirected"
"43";"405";"undirected"
"15";"406";"undirected"
"29";"407";"undirected"
"23";"408";"undirected"
"15";"409";"undirected"
"296";"410";"undirected"
"304";"411";"undirected"
"133";"412";"undirected"
"2";"413";"undirected"
"27";"414";"undirected"
"258";"415";"undirected"
"279";"416";"undirected"
"84";"417";"undirected"
"38";"418";"undirected"
"20";"419";"undirected"
"196";"420";"undirected"
"26";"421";"undirected"
"5";"422";"undirected"
"315";"423";"undirected"
"89";"424";"undirected"
"6";"425";"undirected"
"4";"426";"undirected"
"204";"427";"undirected"
"412";"428";"undirected"
"4";"429";"undirected"
"325";"430";"undirected"
"174";"431";"undirected"
"190";"432";"undirected"
"93";"433";"undirected"
"4";"434";"undirected"
"268";"435";"undirected"
"243";"436";"undirected"
"394";"437";"undirected"
"433";"438";"undirected"
"5";"439";"undirected"
"43";"440";"undirected"
"240";"441";"undirected"
"232";"442";"undirected"
"147";"443";"undirected"
"39";"444";"undirected"
"57";"445";"undirected"
"105";"446";"undirected"
"238";"447";"undirected"
"35";"448";"undirected"
"360";"449";"undirected"
"386";"450";"undirected"
"182";"451";"undirected"
"29";"452";"undirected"
"4";"453";"undirected"
"53";"454";"undirected"
"46";"455";"undirected"
"215";"456";"undirected"
"170";"457";"undirected"
"359";"458";"undirected"
"384";"459";"undirected"
"266";"460";"undirected"
"448";"461";"undirected"
"96";"462";"undirected"
"10";"463";"undirected"
"3";"464";"undirected"
"379";"465";"undirected"
"11";"466";"undirected"
"323";"467";"undirected"
"40";"468";"undirected"
"334";"469";"undirected"
"9";"470";"undirected"
"17";"471";"undirected"
"102";"472";"undirected"
"2";"473";"undirected"
"147";"474";"undirected"
"297";"475";"undirected"
"256";"476";"undirected"
"325";"477";"undirected"
"102";"478";"undirected"
"169";"479";"undirected"
"414";"480";"undirected"
"162";"481";"undirected"
"4";"482";"undirected"
"205";"483";"undirected"
"8";"484";"undirected"
"98";"485";"undirected"
"133";"486";"undirected"
"421";"487";"undirected"
"137";"488";"undirected"
"30";"489";"undirected"
"365";"490";"undirected"
"212";"491";"undirected"
"238";"492";"undirected"
"35";"493";"undirected"
"483";"494";"undirected"
"164";"495";"undirected"
"4";"496";"undirected"
"388";"497";"undirected"
"43";"498";"undirected"
"218";"499";"undirected"
"236";"500";"undirected"
"73";"501";"undirected"
"464";"502";"undirected"
"124";"503";"undirected"
"40";"504";"undirected"
"164";"505";"undirected"
"105";"506";"undirected"
"365";"507";"undirected"
"15";"508";"undirected"
"393";"509";"undirected"
"361";"510";"undirected"
"238";"511";"undirected"
"39";"512";"undirected"
"31";"513";"undirected"
"137";"514";"undirected"
"68";"515";"undirected"
"6";"516";"undirected"
"371";"517";"undirected"
"157";"518";"undirected"
"11";"519";"undirected"
"391";"520";"undirected"
"8";"521";"undirected"
"15";"522";"undirected"
"256";"523";"undirected"
"4";"524";"undirected"
"21";"525";"undirected"
"130";"526";"undirected"
"274";"527";"undirected"
"17";"528";"undirected"
"362";"529";"undirected"
"25";"530";"undirected"
"527";"531";"undirected"
"92";"532";"undirected"
"6";"533";"undirected"
"45";"534";"undirected"
"517";"535";"undirected"
"56";"536";"undirected"
"244";"537";"undirected"
"358";"538";"undirected"
"452";"539";"undirected"
"160";"540";"undirected"
"70";"541";"undirected"
"461";"542";"undirected"
"59";"543";"undirected"
"4";"544";"undirected"
"39";"545";"undirected"
"147";"546";"undirected"
"471";"547";"undirected"
"29";"548";"undirected"
"19";"549";"undirected"
"481";"550";"undirected"
"17";"551";"undirected"
"332";"552";"undirected"
"157";"553";"undirected"
"102";"554";"undirected"
"244";"555";"undirected"
"323";"556";"undirected"
"394";"557";"undirected"
"116";"558";"undirected"
"6";"559";"undirected"
"149";"560";"undirected"
"298";"561";"undirected"
"74";"562";"undirected"
"150";"563";"undirected"
"25";"564";"undirected"
"427";"565";"undirected"
"23";"566";"undirected"
"115";"567";"undirected"
"23";"568";"undirected"
"172";"569";"undirected"
"351";"570";"undirected"
"4";"571";"undirected"
"289";"572";"undirected"
"261";"573";"undirected"
"69";"574";"undirected"
"370";"575";"undirected"
"17";"576";"undirected"
"238";"577";"undirected"
"3";"578";"undirected"
"17";"579";"undirected"
"177";"580";"undirected"
"56";"581";"undirected"
"275";"582";"undirected"
"5";"583";"undirected"
"66";"584";"undirected"
"26";"585";"undirected"
"13";"586";"undirected"
"23";"587";"undirected"
"43";"588";"undirected"
"471";"589";"undirected"
"148";"590";"undirected"
"214";"591";"undirected"
"54";"592";"undirected"
"243";"593";"undirected"
"130";"594";"undirected"
"3";"595";"undirected"
"11";"596";"undirected"
"30";"597";"undirected"
"569";"598";"undirected"
"8";"599";"undirected"
"190";"600";"undirected"
"40";"601";"undirected"
"268";"602";"undirected"
"189";"603";"undirected"
"591";"604";"undirected"
"29";"605";"undirected"
"461";"606";"undirected"
"30";"607";"undirected"
"10";"608";"undirected"
"56";"609";"undirected"
"74";"610";"undirected"
"26";"611";"undirected"
"4";"612";"undirected"
"476";"613";"undirected"
"186";"614";"undirected"
"158";"615";"undirected"
"7";"616";"undirected"
"147";"617";"undirected"
"115";"618";"undirected"
"394";"619";"undirected"
"175";"620";"undirected"
"175";"621";"undirected"
"105";"622";"undirected"
"221";"623";"undirected"
"271";"624";"undirected"
"37";"625";"undirected"
"166";"626";"undirected"
"17";"627";"undirected"
"73";"628";"undirected"
"577";"629";"undirected"
"327";"630";"undirected"
"325";"631";"undirected"
"37";"632";"undirected"
"620";"633";"undirected"
"291";"634";"undirected"
"248";"635";"undirected"
"115";"636";"undirected"
"485";"637";"undirected"
"181";"638";"undirected"
"182";"639";"undirected"
"595";"640";"undirected"
"6";"641";"undirected"
"23";"642";"undirected"
"406";"643";"undirected"
"4";"644";"undirected"
"373";"645";"undirected"
"4";"646";"undirected"
"282";"647";"undirected"
"281";"648";"undirected"
"370";"649";"undirected"
"350";"650";"undirected"
"268";"651";"undirected"
"8";"652";"undirected"
"336";"653";"undirected"
"243";"654";"undirected"
"207";"655";"undirected"
"644";"656";"undirected"
"399";"657";"undirected"
"52";"658";"undirected"
"17";"659";"undirected"
"12";"660";"undirected"
"69";"661";"undirected"
"21";"662";"undirected"
"81";"663";"undirected"
"405";"664";"undirected"
"83";"665";"undirected"
"312";"666";"undirected"
"577";"667";"undirected"
"109";"668";"undirected"
"311";"669";"undirected"
"243";"670";"undirected"
"667";"671";"undirected"
"15";"672";"undirected"
"30";"673";"undirected"
"18";"674";"undirected"
"67";"675";"undirected"
"4";"676";"undirected"
"4";"677";"undirected"
"635";"678";"undirected"
"350";"679";"undirected"
"274";"680";"undirected"
"245";"681";"undirected"
"78";"682";"undirected"
"640";"683";"undirected"
"52";"684";"undirected"
"334";"685";"undirected"
"332";"686";"undirected"
"123";"687";"undirected"
"494";"688";"undirected"
"500";"689";"undirected"
"109";"690";"undirected"
"370";"691";"undirected"
"541";"692";"undirected"
"188";"693";"undirected"
"622";"694";"undirected"
"398";"695";"undirected"
"210";"696";"undirected"
"219";"697";"undirected"
"298";"698";"undirected"
"147";"699";"undirected"
"23";"700";"undirected"
"17";"701";"undirected"
"28";"702";"undirected"
"386";"703";"undirected"
"17";"704";"undirected"
"302";"705";"undirected"
"137";"706";"undirected"
"111";"707";"undirected"
"105";"708";"undirected"
"187";"709";"undirected"
"280";"710";"undirected"
"448";"711";"undirected"
"216";"712";"undirected"
"535";"713";"undirected"
"652";"714";"undirected"
"327";"715";"undirected"
"207";"716";"undirected"
"23";"717";"undirected"
"11";"718";"undirected"
"40";"719";"undirected"
"45";"720";"undirected"
"15";"721";"undirected"
"268";"722";"undirected"
"659";"723";"undirected"
"313";"724";"undirected"
"182";"725";"undirected"
"8";"726";"undirected"
"390";"727";"undirected"
"109";"728";"undirected"
"622";"729";"undirected"
"8";"730";"undirected"
"109";"731";"undirected"
"722";"732";"undirected"
"241";"733";"undirected"
"4";"734";"undirected"
"602";"735";"undirected"
"569";"736";"undirected"
"695";"737";"undirected"
"325";"738";"undirected"
"121";"739";"undirected"
"26";"740";"undirected"
"249";"741";"undirected"
"175";"742";"undirected"
"17";"743";"undirected"
"350";"744";"undirected"
"275";"745";"undirected"
"638";"746";"undirected"
"69";"747";"undirected"
"667";"748";"undirected"
"449";"749";"undirected"
"579";"750";"undirected"
"488";"751";"undirected"
"29";"752";"undirected"
"212";"753";"undirected"
"116";"754";"undirected"
"50";"755";"undirected"
"17";"756";"undirected"
"45";"757";"undirected"
"601";"758";"undirected"
"8";"759";"undirected"
"315";"760";"undirected"
"221";"761";"undirected"
"507";"762";"undirected"
"190";"763";"undirected"
"323";"764";"undirected"
"207";"765";"undirected"
"96";"766";"undirected"
"274";"767";"undirected"
"214";"768";"undirected"
"1";"769";"undirected"
"334";"770";"undirected"
"452";"771";"undirected"
"544";"772";"undirected"
"297";"773";"undirected"
"493";"774";"undirected"
"18";"775";"undirected"
"31";"776";"undirected"
"365";"777";"undirected"
"429";"778";"undirected"
"2";"779";"undirected"
"360";"780";"undirected"
"36";"781";"undirected"
"17";"782";"undirected"
"722";"783";"undirected"
"17";"784";"undirected"
"88";"785";"undirected"
"599";"786";"undirected"
"273";"787";"undirected"
"137";"788";"undirected"
"181";"789";"undirected"
"683";"790";"undirected"
"499";"791";"undirected"
"538";"792";"undirected"
"544";"793";"undirected"
"90";"794";"undirected"
"424";"795";"undirected"
"62";"796";"undirected"
"11";"797";"undirected"
"4";"798";"undirected"
"323";"799";"undirected"
"348";"800";"undirected"
"7";"801";"undirected"
"76";"802";"undirected"
"505";"803";"undirected"
"258";"804";"undirected"
"69";"805";"undirected"
"8";"806";"undirected"
"255";"807";"undirected"
"173";"808";"undirected"
"147";"809";"undirected"
"43";"810";"undirected"
"136";"811";"undirected"
"228";"812";"undirected"
"12";"813";"undirected"
"241";"814";"undirected"
"52";"815";"undirected"
"282";"816";"undirected"
"736";"817";"undirected"
"137";"818";"undirected"
"517";"819";"undirected"
"88";"820";"undirected"
"4";"821";"undirected"
"710";"822";"undirected"
"323";"823";"undirected"
"151";"824";"undirected"
"61";"825";"undirected"
"196";"826";"undirected"
"52";"827";"undirected"
"238";"828";"undirected"
"43";"829";"undirected"
"556";"830";"undirected"
"4";"831";"undirected"
"11";"832";"undirected"
"46";"833";"undirected"
"358";"834";"undirected"
"10";"835";"undirected"
"736";"836";"undirected"
"149";"837";"undirected"
"1";"838";"undirected"
"10";"839";"undirected"
"449";"840";"undirected"
"202";"841";"undirected"
"5";"842";"undirected"
"308";"843";"undirected"
"52";"844";"undirected"
"35";"845";"undirected"
"105";"846";"undirected"
"653";"847";"undirected"
"11";"848";"undirected"
"39";"849";"undirected"
"805";"850";"undirected"
"520";"851";"undirected"
"245";"852";"undirected"
"149";"853";"undirected"
"90";"854";"undirected"
"9";"855";"undirected"
"118";"856";"undirected"
"3";"857";"undirected"
"6";"858";"undirected"
"105";"859";"undirected"
"2";"860";"undirected"
"109";"861";"undirected"
"585";"862";"undirected"
"334";"863";"undirected"
"206";"864";"undirected"
"268";"865";"undirected"
"23";"866";"undirected"
"673";"867";"undirected"
"256";"868";"undirected"
"334";"869";"undirected"
"8";"870";"undirected"
"261";"871";"undirected"
"297";"872";"undirected"
"6";"873";"undirected"
"591";"874";"undirected"
"864";"875";"undirected"
"361";"876";"undirected"
"371";"877";"undirected"
"94";"878";"undirected"
"167";"879";"undirected"
"92";"880";"undirected"
"791";"881";"undirected"
"161";"882";"undirected"
"736";"883";"undirected"
"319";"884";"undirected"
"184";"885";"undirected"
"232";"886";"undirected"
"4";"887";"undirected"
"43";"888";"undirected"
"280";"889";"undirected"
"6";"890";"undirected"
"243";"891";"undirected"
"17";"892";"undirected"
"729";"893";"undirected"
"566";"894";"undirected"
"39";"895";"undirected"
"894";"896";"undirected"
"566";"897";"undirected"
"84";"898";"undirected"
"461";"899";"undirected"
"471";"900";"undirected"
"593";"901";"undirected"
"41";"902";"undirected"
"361";"903";"undirected"
"35";"904";"undirected"
"105";"905";"undirected"
"678";"906";"undirected"
"57";"907";"undirected"
"558";"908";"undirected"
"4";"909";"undirected"
"597";"910";"undirected"
"17";"911";"undirected"
"6";"912";"undirected"
"15";"913";"undirected"
"869";"914";"undirected"
"182";"915";"undirected"
"565";"916";"undirected"
"152";"917";"undirected"
"102";"918";"undirected"
"577";"919";"undirected"
"102";"920";"undirected"
"205";"921";"undirected"
"630";"922";"undirected"
"14";"923";"undirected"
"30";"924";"undirected"
"825";"925";"undirected"
"361";"926";"undirected"
"424";"927";"undirected"
"411";"928";"undirected"
"394";"929";"undirected"
"6";"930";"undirected"
"341";"931";"undirected"
"56";"932";"undirected"
"577";"933";"undirected"
"52";"934";"undirected"
"358";"935";"undirected"
"29";"936";"undirected"
"174";"937";"undirected"
"115";"938";"undirected"
"207";"939";"undirected"
"245";"940";"undirected"
"86";"941";"undirected"
"17";"942";"undirected"
"34";"943";"undirected"
"913";"944";"undirected"
"606";"945";"undirected"
"25";"946";"undirected"
"187";"947";"undirected"
"118";"948";"undirected"
"43";"949";"undirected"
"945";"950";"undirected"
"176";"951";"undirected"
"168";"952";"undirected"
"788";"953";"undirected"
"62";"954";"undirected"
"327";"955";"undirected"
"19";"956";"undirected"
"74";"957";"undirected"
"715";"958";"undirected"
"878";"959";"undirected"
"243";"960";"undirected"
"643";"961";"undirected"
"944";"962";"undirected"
"11";"963";"undirected"
"350";"964";"undirected"
"40";"965";"undirected"
"167";"966";"undirected"
"689";"967";"undirected"
"147";"968";"undirected"
"93";"969";"undirected"
"196";"970";"undirected"
"349";"971";"undirected"
"370";"972";"undirected"
"343";"973";"undirected"
"39";"974";"undirected"
"798";"975";"undirected"
"945";"976";"undirected"
"126";"977";"undirected"
"30";"978";"undirected"
"264";"979";"undirected"
"686";"980";"undirected"
"182";"981";"undirected"
"193";"982";"undirected"
"22";"983";"undirected"
"79";"984";"undirected"
"597";"985";"undirected"
"202";"986";"undirected"
"934";"987";"undirected"
"130";"988";"undirected"
"190";"989";"undirected"
"595";"990";"undirected"
"600";"991";"undirected"
"946";"992";"undirected"
"238";"993";"undirected"
"934";"994";"undirected"
"567";"995";"undirected"
"581";"996";"undirected"
"469";"997";"undirected"
"831";"998";"undirected"
"7";"999";"undirected"
"2";"1000";"undirected"
"821";"1001";"undirected"
"353";"1002";"undirected"
"78";"1003";"undirected"
"54";"1004";"undirected"
"39";"1005";"undirected"
"920";"1006";"undirected"
"689";"1007";"undirected"
"285";"1008";"undirected"
"14";"1009";"undirected"
"182";"1010";"undirected"
"620";"1011";"undirected"
"7";"1012";"undirected"
"142";"1013";"undirected"
"355";"1014";"undirected"
"971";"1015";"undirected"
"93";"1016";"undirected"
"520";"1017";"undirected"
"29";"1018";"undirected"
"68";"1019";"undirected"
"8";"1020";"undirected"
"6";"1021";"undirected"
"275";"1022";"undirected"
"11";"1023";"undirected"
"269";"1024";"undirected"
"193";"1025";"undirected"
"138";"1026";"undirected"
"770";"1027";"undirected"
"886";"1028";"undirected"
"26";"1029";"undirected"
"235";"1030";"undirected"
"291";"1031";"undirected"
"582";"1032";"undirected"
"941";"1033";"undirected"
"98";"1034";"undirected"
"125";"1035";"undirected"
"245";"1036";"undirected"
"238";"1037";"undirected"
"501";"1038";"undirected"
"38";"1039";"undirected"
"75";"1040";"undirected"
"837";"1041";"undirected"
"23";"1042";"undirected"
"298";"1043";"undirected"
"34";"1044";"undirected"
"484";"1045";"undirected"
"187";"1046";"undirected"
"275";"1047";"undirected"
"4";"1048";"undirected"
"8";"1049";"undirected"
"850";"1050";"undirected"
"95";"1051";"undirected"
"36";"1052";"undirected"
"190";"1053";"undirected"
"883";"1054";"undirected"
"62";"1055";"undirected"
"429";"1056";"undirected"
"311";"1057";"undirected"
"6";"1058";"undirected"
"116";"1059";"undirected"
"645";"1060";"undirected"
"5";"1061";"undirected"
"190";"1062";"undirected"
"98";"1063";"undirected"
"800";"1064";"undirected"
"56";"1065";"undirected"
"474";"1066";"undirected"
"579";"1067";"undirected"
"1038";"1068";"undirected"
"4";"1069";"undirected"
"764";"1070";"undirected"
"4";"1071";"undirected"
"406";"1072";"undirected"
"157";"1073";"undirected"
"269";"1074";"undirected"
"1002";"1075";"undirected"
"21";"1076";"undirected"
"311";"1077";"undirected"
"116";"1078";"undirected"
"1012";"1079";"undirected"
"484";"1080";"undirected"
"1032";"1081";"undirected"
"92";"1082";"undirected"
"26";"1083";"undirected"
"610";"1084";"undirected"
"749";"1085";"undirected"
"451";"1086";"undirected"
"19";"1087";"undirected"
"286";"1088";"undirected"
"212";"1089";"undirected"
"442";"1090";"undirected"
"206";"1091";"undirected"
"602";"1092";"undirected"
"242";"1093";"undirected"
"15";"1094";"undirected"
"697";"1095";"undirected"
"268";"1096";"undirected"
"164";"1097";"undirected"
"363";"1098";"undirected"
"760";"1099";"undirected"
"37";"1100";"undirected"
"233";"1101";"undirected"
"3";"1102";"undirected"
"115";"1103";"undirected"
"45";"1104";"undirected"
"1091";"1105";"undirected"
"23";"1106";"undirected"
"136";"1107";"undirected"
"820";"1108";"undirected"
"1";"1109";"undirected"
"349";"1110";"undirected"
"612";"1111";"undirected"
"37";"1112";"undirected"
"1070";"1113";"undirected"
"1037";"1114";"undirected"
"874";"1115";"undirected"
"599";"1116";"undirected"
"607";"1117";"undirected"
"10";"1118";"undirected"
"318";"1119";"undirected"
"1083";"1120";"undirected"
"231";"1121";"undirected"
"81";"1122";"undirected"
"4";"1123";"undirected"
"339";"1124";"undirected"
"506";"1125";"undirected"
"1012";"1126";"undirected"
"880";"1127";"undirected"
"45";"1128";"undirected"
"563";"1129";"undirected"
"413";"1130";"undirected"
"23";"1131";"undirected"
"650";"1132";"undirected"
"275";"1133";"undirected"
"11";"1134";"undirected"
"465";"1135";"undirected"
"356";"1136";"undirected"
"568";"1137";"undirected"
"147";"1138";"undirected"
"829";"1139";"undirected"
"524";"1140";"undirected"
"94";"1141";"undirected"
"1013";"1142";"undirected"
"1090";"1143";"undirected"
"1080";"1144";"undirected"
"4";"1145";"undirected"
"47";"1146";"undirected"
"38";"1147";"undirected"
"536";"1148";"undirected"
"88";"1149";"undirected"
"580";"1150";"undirected"
"244";"1151";"undirected"
"467";"1152";"undirected"
