"source";"target";"type"
"95";"374";"undirected"
"8";"375";"undirected"
"248";"376";"undirected"
"235";"377";"undirected"
"18";"378";"undirected"
"24";"379";"undirected"
"191";"380";"undirected"
"110";"381";"undirected"
"137";"382";"undirected"
"11";"383";"undirected"
"222";"384";"undirected"
"246";"385";"undirected"
"302";"386";"undirected"
"210";"387";"undirected"
"56";"388";"undirected"
"60";"389";"undirected"
"233";"390";"undirected"
"165";"391";"undirected"
"8";"392";"undirected"
"225";"393";"undirected"
"3";"394";"undirected"
"356";"395";"undirected"
"37";"396";"undirected"
"338";"397";"undirected"
"168";"398";"undirected"
"228";"399";"undirected"
"137";"400";"undirected"
"100";"401";"undirected"
"331";"402";"undirected"
"88";"403";"undirected"
"59";"404";"undirected"
"84";"405";"undirected"
"148";"406";"undirected"
"88";"407";"undirected"
"11";"408";"undirected"
"10";"409";"undirected"
"18";"410";"undirected"
"51";"411";"undirected"
"84";"412";"undirected"
"101";"413";"undirected"
"107";"414";"undirected"
"315";"415";"undirected"
"148";"416";"undirected"
"225";"417";"undirected"
"120";"418";"undirected"
"4";"419";"undirected"
"356";"420";"undirected"
"316";"421";"undirected"
"218";"422";"undirected"
"52";"423";"undirected"
"4";"424";"undirected"
"68";"425";"undirected"
"300";"426";"undirected"
"314";"427";"undirected"
"29";"428";"undirected"
"46";"429";"undirected"
"22";"430";"undirected"
"171";"431";"undirected"
"320";"432";"undirected"
"414";"433";"undirected"
"95";"434";"undirected"
"228";"435";"undirected"
"230";"436";"undirected"
"32";"437";"undirected"
"29";"438";"undirected"
"286";"439";"undirected"
"384";"440";"undirected"
"40";"441";"undirected"
"29";"442";"undirected"
"8";"443";"undirected"
"413";"444";"undirected"
"29";"445";"undirected"
"100";"446";"undirected"
"138";"447";"undirected"
"391";"448";"undirected"
"8";"449";"undirected"
"217";"450";"undirected"
"18";"451";"undirected"
"75";"452";"undirected"
"11";"453";"undirected"
"158";"454";"undirected"
"37";"455";"undirected"
"110";"456";"undirected"
"18";"457";"undirected"
"146";"458";"undirected"
"58";"459";"undirected"
"235";"460";"undirected"
"60";"461";"undirected"
"258";"462";"undirected"
"365";"463";"undirected"
"27";"464";"undirected"
"158";"465";"undirected"
"52";"466";"undirected"
"178";"467";"undirected"
"60";"468";"undirected"
"4";"469";"undirected"
"217";"470";"undirected"
"22";"471";"undirected"
"27";"472";"undirected"
"229";"473";"undirected"
"79";"474";"undirected"
"146";"475";"undirected"
"33";"476";"undirected"
"3";"477";"undirected"
"314";"478";"undirected"
"64";"479";"undirected"
"176";"480";"undirected"
"4";"481";"undirected"
"22";"482";"undirected"
"225";"483";"undirected"
"105";"484";"undirected"
"29";"485";"undirected"
"155";"486";"undirected"
"281";"487";"undirected"
"5";"488";"undirected"
"194";"489";"undirected"
"352";"490";"undirected"
"372";"491";"undirected"
"22";"492";"undirected"
"451";"493";"undirected"
"23";"494";"undirected"
"4";"495";"undirected"
"302";"496";"undirected"
"428";"497";"undirected"
"232";"498";"undirected"
"210";"499";"undirected"
"235";"500";"undirected"
"120";"501";"undirected"
"11";"502";"undirected"
"8";"503";"undirected"
"155";"504";"undirected"
"17";"505";"undirected"
"124";"506";"undirected"
"480";"507";"undirected"
"403";"508";"undirected"
"501";"509";"undirected"
"56";"510";"undirected"
"124";"511";"undirected"
"220";"512";"undirected"
"401";"513";"undirected"
"206";"514";"undirected"
"3";"515";"undirected"
"289";"516";"undirected"
"500";"517";"undirected"
"315";"518";"undirected"
"211";"519";"undirected"
"352";"520";"undirected"
"32";"521";"undirected"
"428";"522";"undirected"
"388";"523";"undirected"
"332";"524";"undirected"
"49";"525";"undirected"
"53";"526";"undirected"
"158";"527";"undirected"
"187";"528";"undirected"
"168";"529";"undirected"
"168";"530";"undirected"
"3";"531";"undirected"
"268";"532";"undirected"
"457";"533";"undirected"
"1";"534";"undirected"
"110";"535";"undirected"
"30";"536";"undirected"
"60";"537";"undirected"
"119";"538";"undirected"
"315";"539";"undirected"
"42";"540";"undirected"
"339";"541";"undirected"
"482";"542";"undirected"
"83";"543";"undirected"
"210";"544";"undirected"
"523";"545";"undirected"
"23";"546";"undirected"
"29";"547";"undirected"
"353";"548";"undirected"
"40";"549";"undirected"
"414";"550";"undirected"
"4";"551";"undirected"
"29";"552";"undirected"
"8";"553";"undirected"
"8";"554";"undirected"
"11";"555";"undirected"
"117";"556";"undirected"
"187";"557";"undirected"
"96";"558";"undirected"
"29";"559";"undirected"
"88";"560";"undirected"
"3";"561";"undirected"
"235";"562";"undirected"
"155";"563";"undirected"
"341";"564";"undirected"
"23";"565";"undirected"
"1";"566";"undirected"
"5";"567";"undirected"
"95";"568";"undirected"
"52";"569";"undirected"
"191";"570";"undirected"
"11";"571";"undirected"
"473";"572";"undirected"
"16";"573";"undirected"
"49";"574";"undirected"
"20";"575";"undirected"
"158";"576";"undirected"
"60";"577";"undirected"
"41";"578";"undirected"
"34";"579";"undirected"
"384";"580";"undirected"
"193";"581";"undirected"
"35";"582";"undirected"
"448";"583";"undirected"
"278";"584";"undirected"
"5";"585";"undirected"
"191";"586";"undirected"
"172";"587";"undirected"
"29";"588";"undirected"
"8";"589";"undirected"
"158";"590";"undirected"
"251";"591";"undirected"
"534";"592";"undirected"
"145";"593";"undirected"
"376";"594";"undirected"
"79";"595";"undirected"
"119";"596";"undirected"
"29";"597";"undirected"
"60";"598";"undirected"
"8";"599";"undirected"
"59";"600";"undirected"
"29";"601";"undirected"
"111";"602";"undirected"
"15";"603";"undirected"
"402";"604";"undirected"
"5";"605";"undirected"
"479";"606";"undirected"
"235";"607";"undirected"
"241";"608";"undirected"
"76";"609";"undirected"
"210";"610";"undirected"
"18";"611";"undirected"
"34";"612";"undirected"
"59";"613";"undirected"
"18";"614";"undirected"
"59";"615";"undirected"
"69";"616";"undirected"
"458";"617";"undirected"
"341";"618";"undirected"
"228";"619";"undirected"
"5";"620";"undirected"
"170";"621";"undirected"
"42";"622";"undirected"
"229";"623";"undirected"
"622";"624";"undirected"
"135";"625";"undirected"
"96";"626";"undirected"
"8";"627";"undirected"
"40";"628";"undirected"
"369";"629";"undirected"
"139";"630";"undirected"
"259";"631";"undirected"
"31";"632";"undirected"
"120";"633";"undirected"
"632";"634";"undirected"
"235";"635";"undirected"
"11";"636";"undirected"
"218";"637";"undirected"
"235";"638";"undirected"
"437";"639";"undirected"
"501";"640";"undirected"
"523";"641";"undirected"
"418";"642";"undirected"
"603";"643";"undirected"
"75";"644";"undirected"
"118";"645";"undirected"
"228";"646";"undirected"
"254";"647";"undirected"
"42";"648";"undirected"
"27";"649";"undirected"
"5";"650";"undirected"
"127";"651";"undirected"
"137";"652";"undirected"
"639";"653";"undirected"
"35";"654";"undirected"
"233";"655";"undirected"
"4";"656";"undirected"
"213";"657";"undirected"
"27";"658";"undirected"
"95";"659";"undirected"
"124";"660";"undirected"
"36";"661";"undirected"
"132";"662";"undirected"
"49";"663";"undirected"
"26";"664";"undirected"
"1";"665";"undirected"
"51";"666";"undirected"
"8";"667";"undirected"
"224";"668";"undirected"
"195";"669";"undirected"
"8";"670";"undirected"
"323";"671";"undirected"
"352";"672";"undirected"
"56";"673";"undirected"
"1";"674";"undirected"
"167";"675";"undirected"
"29";"676";"undirected"
"328";"677";"undirected"
"669";"678";"undirected"
"95";"679";"undirected"
"68";"680";"undirected"
"33";"681";"undirected"
"483";"682";"undirected"
"278";"683";"undirected"
"52";"684";"undirected"
"632";"685";"undirected"
"37";"686";"undirected"
"37";"687";"undirected"
"81";"688";"undirected"
"23";"689";"undirected"
"320";"690";"undirected"
"186";"691";"undirected"
"16";"692";"undirected"
"527";"693";"undirected"
"191";"694";"undirected"
"341";"695";"undirected"
"37";"696";"undirected"
"75";"697";"undirected"
"428";"698";"undirected"
"10";"699";"undirected"
"527";"700";"undirected"
"11";"701";"undirected"
"27";"702";"undirected"
"166";"703";"undirected"
"214";"704";"undirected"
"176";"705";"undirected"
"22";"706";"undirected"
"403";"707";"undirected"
"458";"708";"undirected"
"158";"709";"undirected"
"215";"710";"undirected"
"6";"711";"undirected"
"18";"712";"undirected"
"22";"713";"undirected"
"235";"714";"undirected"
"457";"715";"undirected"
"3";"716";"undirected"
"4";"717";"undirected"
"8";"718";"undirected"
"254";"719";"undirected"
"4";"720";"undirected"
"626";"721";"undirected"
"85";"722";"undirected"
"135";"723";"undirected"
"474";"724";"undirected"
"222";"725";"undirected"
"591";"726";"undirected"
"16";"727";"undirected"
"18";"728";"undirected"
"370";"729";"undirected"
"275";"730";"undirected"
"149";"731";"undirected"
"203";"732";"undirected"
"383";"733";"undirected"
"597";"734";"undirected"
"370";"735";"undirected"
"628";"736";"undirected"
"20";"737";"undirected"
"348";"738";"undirected"
"103";"739";"undirected"
"295";"740";"undirected"
"235";"741";"undirected"
"537";"742";"undirected"
"8";"743";"undirected"
"646";"744";"undirected"
"127";"745";"undirected"
"3";"746";"undirected"
"686";"747";"undirected"
"369";"748";"undirected"
"11";"749";"undirected"
"4";"750";"undirected"
"321";"751";"undirected"
"29";"752";"undirected"
"42";"753";"undirected"
"377";"754";"undirected"
"84";"755";"undirected"
"18";"756";"undirected"
"574";"757";"undirected"
"300";"758";"undirected"
"457";"759";"undirected"
"191";"760";"undirected"
"150";"761";"undirected"
"49";"762";"undirected"
"530";"763";"undirected"
"204";"764";"undirected"
"20";"765";"undirected"
"11";"766";"undirected"
"165";"767";"undirected"
"11";"768";"undirected"
"22";"769";"undirected"
"65";"770";"undirected"
"530";"771";"undirected"
"377";"772";"undirected"
"272";"773";"undirected"
"133";"774";"undirected"
"643";"775";"undirected"
"48";"776";"undirected"
"3";"777";"undirected"
"64";"778";"undirected"
"610";"779";"undirected"
"199";"780";"undirected"
"24";"781";"undirected"
"169";"782";"undirected"
"22";"783";"undirected"
"452";"784";"undirected"
"770";"785";"undirected"
"158";"786";"undirected"
"204";"787";"undirected"
"30";"788";"undirected"
"31";"789";"undirected"
"161";"790";"undirected"
"2";"791";"undirected"
"18";"792";"undirected"
"88";"793";"undirected"
"629";"794";"undirected"
"11";"795";"undirected"
"352";"796";"undirected"
"191";"797";"undirected"
"530";"798";"undirected"
"352";"799";"undirected"
"5";"800";"undirected"
"247";"801";"undirected"
"729";"802";"undirected"
"70";"803";"undirected"
"608";"804";"undirected"
"166";"805";"undirected"
"104";"806";"undirected"
"164";"807";"undirected"
"236";"808";"undirected"
"11";"809";"undirected"
"52";"810";"undirected"
"138";"811";"undirected"
"391";"812";"undirected"
"69";"813";"undirected"
"240";"814";"undirected"
"558";"815";"undirected"
"148";"816";"undirected"
"11";"817";"undirected"
"60";"818";"undirected"
"761";"819";"undirected"
"403";"820";"undirected"
"158";"821";"undirected"
"451";"822";"undirected"
"671";"823";"undirected"
"30";"824";"undirected"
"748";"825";"undirected"
"353";"826";"undirected"
"33";"827";"undirected"
"293";"828";"undirected"
"501";"829";"undirected"
"222";"830";"undirected"
"29";"831";"undirected"
"98";"832";"undirected"
"241";"833";"undirected"
"52";"834";"undirected"
"80";"835";"undirected"
"627";"836";"undirected"
"97";"837";"undirected"
"364";"838";"undirected"
"218";"839";"undirected"
"3";"840";"undirected"
"652";"841";"undirected"
"1";"842";"undirected"
"11";"843";"undirected"
"200";"844";"undirected"
"551";"845";"undirected"
"8";"846";"undirected"
"671";"847";"undirected"
"75";"848";"undirected"
"37";"849";"undirected"
"575";"850";"undirected"
"22";"851";"undirected"
"717";"852";"undirected"
"37";"853";"undirected"
"235";"854";"undirected"
"222";"855";"undirected"
"234";"856";"undirected"
"222";"857";"undirected"
"200";"858";"undirected"
"778";"859";"undirected"
"629";"860";"undirected"
"364";"861";"undirected"
"105";"862";"undirected"
"285";"863";"undirected"
"480";"864";"undirected"
"463";"865";"undirected"
"302";"866";"undirected"
"93";"867";"undirected"
"94";"868";"undirected"
"458";"869";"undirected"
"174";"870";"undirected"
"719";"871";"undirected"
"79";"872";"undirected"
"477";"873";"undirected"
"627";"874";"undirected"
"53";"875";"undirected"
"478";"876";"undirected"
"822";"877";"undirected"
"119";"878";"undirected"
"461";"879";"undirected"
"18";"880";"undirected"
"241";"881";"undirected"
"333";"882";"undirected"
"259";"883";"undirected"
"96";"884";"undirected"
"853";"885";"undirected"
"20";"886";"undirected"
"4";"887";"undirected"
"457";"888";"undirected"
"151";"889";"undirected"
"381";"890";"undirected"
"890";"891";"undirected"
"8";"892";"undirected"
"275";"893";"undirected"
"862";"894";"undirected"
"384";"895";"undirected"
"677";"896";"undirected"
"110";"897";"undirected"
"374";"898";"undirected"
"26";"899";"undirected"
"700";"900";"undirected"
"5";"901";"undirected"
"590";"902";"undirected"
"18";"903";"undirected"
"203";"904";"undirected"
"457";"905";"undirected"
"341";"906";"undirected"
"241";"907";"undirected"
"100";"908";"undirected"
"32";"909";"undirected"
"546";"910";"undirected"
"27";"911";"undirected"
"131";"912";"undirected"
"669";"913";"undirected"
"98";"914";"undirected"
"306";"915";"undirected"
"79";"916";"undirected"
"4";"917";"undirected"
"509";"918";"undirected"
"363";"919";"undirected"
"633";"920";"undirected"
"437";"921";"undirected"
"848";"922";"undirected"
"344";"923";"undirected"
"672";"924";"undirected"
"734";"925";"undirected"
"220";"926";"undirected"
"18";"927";"undirected"
"274";"928";"undirected"
"241";"929";"undirected"
"755";"930";"undirected"
"755";"931";"undirected"
"306";"932";"undirected"
"345";"933";"undirected"
"354";"934";"undirected"
"670";"935";"undirected"
"666";"936";"undirected"
"887";"937";"undirected"
"20";"938";"undirected"
"261";"939";"undirected"
"35";"940";"undirected"
"155";"941";"undirected"
"510";"942";"undirected"
"268";"943";"undirected"
"332";"944";"undirected"
"633";"945";"undirected"
"14";"946";"undirected"
"19";"947";"undirected"
"8";"948";"undirected"
"546";"949";"undirected"
"11";"950";"undirected"
"281";"951";"undirected"
"601";"952";"undirected"
"4";"953";"undirected"
"834";"954";"undirected"
"274";"955";"undirected"
"5";"956";"undirected"
"18";"957";"undirected"
"363";"958";"undirected"
"702";"959";"undirected"
"11";"960";"undirected"
"444";"961";"undirected"
"837";"962";"undirected"
"5";"963";"undirected"
"191";"964";"undirected"
"91";"965";"undirected"
"193";"966";"undirected"
"476";"967";"undirected"
"215";"968";"undirected"
"1";"969";"undirected"
"8";"970";"undirected"
"545";"971";"undirected"
"228";"972";"undirected"
"297";"973";"undirected"
"670";"974";"undirected"
"798";"975";"undirected"
"5";"976";"undirected"
"748";"977";"undirected"
"158";"978";"undirected"
"78";"979";"undirected"
"562";"980";"undirected"
"303";"981";"undirected"
"352";"982";"undirected"
"105";"983";"undirected"
"191";"984";"undirected"
"14";"985";"undirected"
"18";"986";"undirected"
"108";"987";"undirected"
"77";"988";"undirected"
"64";"989";"undirected"
"501";"990";"undirected"
"23";"991";"undirected"
"5";"992";"undirected"
"414";"993";"undirected"
"250";"994";"undirected"
"601";"995";"undirected"
"832";"996";"undirected"
"151";"997";"undirected"
"451";"998";"undirected"
"222";"999";"undirected"
"416";"1000";"undirected"
