"source";"target";"type"
"41";"190";"undirected"
"109";"190";"undirected"
"11";"191";"undirected"
"137";"191";"undirected"
"33";"192";"undirected"
"140";"192";"undirected"
"30";"193";"undirected"
"136";"193";"undirected"
"179";"194";"undirected"
"11";"194";"undirected"
"136";"195";"undirected"
"149";"195";"undirected"
"110";"196";"undirected"
"111";"196";"undirected"
"134";"197";"undirected"
"20";"197";"undirected"
"29";"198";"undirected"
"175";"198";"undirected"
"62";"199";"undirected"
"2";"199";"undirected"
"33";"200";"undirected"
"60";"200";"undirected"
"92";"201";"undirected"
"2";"201";"undirected"
"7";"202";"undirected"
"26";"202";"undirected"
"132";"203";"undirected"
"109";"203";"undirected"
"17";"204";"undirected"
"158";"204";"undirected"
"98";"205";"undirected"
"77";"205";"undirected"
"127";"206";"undirected"
"60";"206";"undirected"
"41";"207";"undirected"
"5";"207";"undirected"
"6";"208";"undirected"
"1";"208";"undirected"
"196";"209";"undirected"
"204";"209";"undirected"
"172";"210";"undirected"
"19";"210";"undirected"
"1";"211";"undirected"
"96";"211";"undirected"
"113";"212";"undirected"
"11";"212";"undirected"
"85";"213";"undirected"
"7";"213";"undirected"
"9";"214";"undirected"
"1";"214";"undirected"
"12";"215";"undirected"
"5";"215";"undirected"
"33";"216";"undirected"
"14";"216";"undirected"
"5";"217";"undirected"
"63";"217";"undirected"
"54";"218";"undirected"
"91";"218";"undirected"
"69";"219";"undirected"
"212";"219";"undirected"
"113";"220";"undirected"
"157";"220";"undirected"
"119";"221";"undirected"
"7";"221";"undirected"
"12";"222";"undirected"
"8";"222";"undirected"
"82";"223";"undirected"
"76";"223";"undirected"
"144";"224";"undirected"
"204";"224";"undirected"
"90";"225";"undirected"
"204";"225";"undirected"
"177";"226";"undirected"
"62";"226";"undirected"
"26";"227";"undirected"
"219";"227";"undirected"
"146";"228";"undirected"
"50";"228";"undirected"
"42";"229";"undirected"
"11";"229";"undirected"
"5";"230";"undirected"
"7";"230";"undirected"
"122";"231";"undirected"
"190";"231";"undirected"
"200";"232";"undirected"
"57";"232";"undirected"
"154";"233";"undirected"
"199";"233";"undirected"
"8";"234";"undirected"
"82";"234";"undirected"
"182";"235";"undirected"
"28";"235";"undirected"
"82";"236";"undirected"
"12";"236";"undirected"
"2";"237";"undirected"
"62";"237";"undirected"
"92";"238";"undirected"
"75";"238";"undirected"
"158";"239";"undirected"
"80";"239";"undirected"
"11";"240";"undirected"
"199";"240";"undirected"
"166";"241";"undirected"
"146";"241";"undirected"
"229";"242";"undirected"
"73";"242";"undirected"
"42";"243";"undirected"
"70";"243";"undirected"
"71";"244";"undirected"
"5";"244";"undirected"
"231";"245";"undirected"
"135";"245";"undirected"
"38";"246";"undirected"
"99";"246";"undirected"
"63";"247";"undirected"
"92";"247";"undirected"
"215";"248";"undirected"
"226";"248";"undirected"
"2";"249";"undirected"
"80";"249";"undirected"
"43";"250";"undirected"
"62";"250";"undirected"
"28";"251";"undirected"
"60";"251";"undirected"
"162";"252";"undirected"
"93";"252";"undirected"
"5";"253";"undirected"
"31";"253";"undirected"
"41";"254";"undirected"
"26";"254";"undirected"
"16";"255";"undirected"
"7";"255";"undirected"
"109";"256";"undirected"
"24";"256";"undirected"
"77";"257";"undirected"
"69";"257";"undirected"
"2";"258";"undirected"
"77";"258";"undirected"
"6";"259";"undirected"
"44";"259";"undirected"
"77";"260";"undirected"
"7";"260";"undirected"
"1";"261";"undirected"
"5";"261";"undirected"
"14";"262";"undirected"
"184";"262";"undirected"
"7";"263";"undirected"
"245";"263";"undirected"
"202";"264";"undirected"
"242";"264";"undirected"
"32";"265";"undirected"
"212";"265";"undirected"
"53";"266";"undirected"
"1";"266";"undirected"
"227";"267";"undirected"
"108";"267";"undirected"
"36";"268";"undirected"
"107";"268";"undirected"
"53";"269";"undirected"
"2";"269";"undirected"
"264";"270";"undirected"
"17";"270";"undirected"
"41";"271";"undirected"
"49";"271";"undirected"
"145";"272";"undirected"
"83";"272";"undirected"
"244";"273";"undirected"
"19";"273";"undirected"
"21";"274";"undirected"
"28";"274";"undirected"
"19";"275";"undirected"
"254";"275";"undirected"
"171";"276";"undirected"
"21";"276";"undirected"
"139";"277";"undirected"
"16";"277";"undirected"
"179";"278";"undirected"
"31";"278";"undirected"
"256";"279";"undirected"
"31";"279";"undirected"
"54";"280";"undirected"
"93";"280";"undirected"
"124";"281";"undirected"
"3";"281";"undirected"
"172";"282";"undirected"
"209";"282";"undirected"
"24";"283";"undirected"
"20";"283";"undirected"
"75";"284";"undirected"
"257";"284";"undirected"
"8";"285";"undirected"
"104";"285";"undirected"
"14";"286";"undirected"
"44";"286";"undirected"
"5";"287";"undirected"
"65";"287";"undirected"
"31";"288";"undirected"
"105";"288";"undirected"
"11";"289";"undirected"
"21";"289";"undirected"
"17";"290";"undirected"
"11";"290";"undirected"
"196";"291";"undirected"
"215";"291";"undirected"
"33";"292";"undirected"
"7";"292";"undirected"
"94";"293";"undirected"
"2";"293";"undirected"
"45";"294";"undirected"
"19";"294";"undirected"
"184";"295";"undirected"
"52";"295";"undirected"
"199";"296";"undirected"
"60";"296";"undirected"
"27";"297";"undirected"
"295";"297";"undirected"
"14";"298";"undirected"
"139";"298";"undirected"
"19";"299";"undirected"
"4";"299";"undirected"
"224";"300";"undirected"
"126";"300";"undirected"
"52";"301";"undirected"
"63";"301";"undirected"
"57";"302";"undirected"
"5";"302";"undirected"
"117";"303";"undirected"
"158";"303";"undirected"
"145";"304";"undirected"
"14";"304";"undirected"
"293";"305";"undirected"
"8";"305";"undirected"
"231";"306";"undirected"
"222";"306";"undirected"
"124";"307";"undirected"
"13";"307";"undirected"
"2";"308";"undirected"
"136";"308";"undirected"
"66";"309";"undirected"
"3";"309";"undirected"
"191";"310";"undirected"
"280";"310";"undirected"
"308";"311";"undirected"
"42";"311";"undirected"
"4";"312";"undirected"
"14";"312";"undirected"
"31";"313";"undirected"
"196";"313";"undirected"
"81";"314";"undirected"
"171";"314";"undirected"
"166";"315";"undirected"
"31";"315";"undirected"
"24";"316";"undirected"
"229";"316";"undirected"
"105";"317";"undirected"
"28";"317";"undirected"
"41";"318";"undirected"
"75";"318";"undirected"
"104";"319";"undirected"
"247";"319";"undirected"
"171";"320";"undirected"
"25";"320";"undirected"
"13";"321";"undirected"
"257";"321";"undirected"
"110";"322";"undirected"
"289";"322";"undirected"
"277";"323";"undirected"
"131";"323";"undirected"
"21";"324";"undirected"
"12";"324";"undirected"
"7";"325";"undirected"
"38";"325";"undirected"
"161";"326";"undirected"
"256";"326";"undirected"
"88";"327";"undirected"
"33";"327";"undirected"
"155";"328";"undirected"
"182";"328";"undirected"
"123";"329";"undirected"
"258";"329";"undirected"
"276";"330";"undirected"
"191";"330";"undirected"
"322";"331";"undirected"
"69";"331";"undirected"
"220";"332";"undirected"
"8";"332";"undirected"
"13";"333";"undirected"
"139";"333";"undirected"
"42";"334";"undirected"
"2";"334";"undirected"
"273";"335";"undirected"
"8";"335";"undirected"
"233";"336";"undirected"
"29";"336";"undirected"
"104";"337";"undirected"
"280";"337";"undirected"
"241";"338";"undirected"
"7";"338";"undirected"
"12";"339";"undirected"
"73";"339";"undirected"
"1";"340";"undirected"
"111";"340";"undirected"
"184";"341";"undirected"
"233";"341";"undirected"
"73";"342";"undirected"
"121";"342";"undirected"
"296";"343";"undirected"
"116";"343";"undirected"
"31";"344";"undirected"
"119";"344";"undirected"
"311";"345";"undirected"
"146";"345";"undirected"
"6";"346";"undirected"
"70";"346";"undirected"
"95";"347";"undirected"
"300";"347";"undirected"
"115";"348";"undirected"
"98";"348";"undirected"
"21";"349";"undirected"
"260";"349";"undirected"
"77";"350";"undirected"
"151";"350";"undirected"
"25";"351";"undirected"
"13";"351";"undirected"
"344";"352";"undirected"
"117";"352";"undirected"
"276";"353";"undirected"
"110";"353";"undirected"
"31";"354";"undirected"
"155";"354";"undirected"
"215";"355";"undirected"
"117";"355";"undirected"
"168";"356";"undirected"
"76";"356";"undirected"
"2";"357";"undirected"
"52";"357";"undirected"
"331";"358";"undirected"
"88";"358";"undirected"
"29";"359";"undirected"
"136";"359";"undirected"
"10";"360";"undirected"
"117";"360";"undirected"
"75";"361";"undirected"
"260";"361";"undirected"
"2";"362";"undirected"
"11";"362";"undirected"
"280";"363";"undirected"
"257";"363";"undirected"
"28";"364";"undirected"
"17";"364";"undirected"
"78";"365";"undirected"
"22";"365";"undirected"
"93";"366";"undirected"
"269";"366";"undirected"
"49";"367";"undirected"
"342";"367";"undirected"
"264";"368";"undirected"
"31";"368";"undirected"
"8";"369";"undirected"
"92";"369";"undirected"
"278";"370";"undirected"
"6";"370";"undirected"
"11";"371";"undirected"
"182";"371";"undirected"
"3";"372";"undirected"
"7";"372";"undirected"
"164";"373";"undirected"
"145";"373";"undirected"
"126";"374";"undirected"
"2";"374";"undirected"
"11";"375";"undirected"
"33";"375";"undirected"
"77";"376";"undirected"
"93";"376";"undirected"
"196";"377";"undirected"
"71";"377";"undirected"
"77";"378";"undirected"
"12";"378";"undirected"
"260";"379";"undirected"
"18";"379";"undirected"
"377";"380";"undirected"
"66";"380";"undirected"
"368";"381";"undirected"
"173";"381";"undirected"
"69";"382";"undirected"
"254";"382";"undirected"
"99";"383";"undirected"
"321";"383";"undirected"
"114";"384";"undirected"
"50";"384";"undirected"
"327";"385";"undirected"
"88";"385";"undirected"
"226";"386";"undirected"
"42";"386";"undirected"
"73";"387";"undirected"
"28";"387";"undirected"
"334";"388";"undirected"
"20";"388";"undirected"
"174";"389";"undirected"
"13";"389";"undirected"
"341";"390";"undirected"
"12";"390";"undirected"
"173";"391";"undirected"
"146";"391";"undirected"
"236";"392";"undirected"
"111";"392";"undirected"
"73";"393";"undirected"
"215";"393";"undirected"
"174";"394";"undirected"
"229";"394";"undirected"
"280";"395";"undirected"
"82";"395";"undirected"
"4";"396";"undirected"
"106";"396";"undirected"
"52";"397";"undirected"
"1";"397";"undirected"
"106";"398";"undirected"
"18";"398";"undirected"
"302";"399";"undirected"
"16";"399";"undirected"
"81";"400";"undirected"
"36";"400";"undirected"
"122";"401";"undirected"
"247";"401";"undirected"
"7";"402";"undirected"
"203";"402";"undirected"
"278";"403";"undirected"
"184";"403";"undirected"
"1";"404";"undirected"
"48";"404";"undirected"
"261";"405";"undirected"
"14";"405";"undirected"
"52";"406";"undirected"
"315";"406";"undirected"
"174";"407";"undirected"
"12";"407";"undirected"
"2";"408";"undirected"
"14";"408";"undirected"
"123";"409";"undirected"
"125";"409";"undirected"
"58";"410";"undirected"
"39";"410";"undirected"
"194";"411";"undirected"
"4";"411";"undirected"
"47";"412";"undirected"
"257";"412";"undirected"
"18";"413";"undirected"
"24";"413";"undirected"
"91";"414";"undirected"
"300";"414";"undirected"
"9";"415";"undirected"
"69";"415";"undirected"
"280";"416";"undirected"
"31";"416";"undirected"
"334";"417";"undirected"
"104";"417";"undirected"
"151";"418";"undirected"
"38";"418";"undirected"
"172";"419";"undirected"
"256";"419";"undirected"
"27";"420";"undirected"
"136";"420";"undirected"
"7";"421";"undirected"
"92";"421";"undirected"
"2";"422";"undirected"
"70";"422";"undirected"
"312";"423";"undirected"
"8";"423";"undirected"
"21";"424";"undirected"
"403";"424";"undirected"
"166";"425";"undirected"
"85";"425";"undirected"
"57";"426";"undirected"
"6";"426";"undirected"
"52";"427";"undirected"
"136";"427";"undirected"
"191";"428";"undirected"
"134";"428";"undirected"
"238";"429";"undirected"
"420";"429";"undirected"
"21";"430";"undirected"
"281";"430";"undirected"
"8";"431";"undirected"
"296";"431";"undirected"
"33";"432";"undirected"
"40";"432";"undirected"
"8";"433";"undirected"
"52";"433";"undirected"
"19";"434";"undirected"
"3";"434";"undirected"
"31";"435";"undirected"
"338";"435";"undirected"
"71";"436";"undirected"
"132";"436";"undirected"
"112";"437";"undirected"
"5";"437";"undirected"
"104";"438";"undirected"
"81";"438";"undirected"
"280";"439";"undirected"
"124";"439";"undirected"
"124";"440";"undirected"
"69";"440";"undirected"
"149";"441";"undirected"
"41";"441";"undirected"
"75";"442";"undirected"
"110";"442";"undirected"
"157";"443";"undirected"
"23";"443";"undirected"
"26";"444";"undirected"
"118";"444";"undirected"
"149";"445";"undirected"
"12";"445";"undirected"
"52";"446";"undirected"
"409";"446";"undirected"
"174";"447";"undirected"
"232";"447";"undirected"
"283";"448";"undirected"
"231";"448";"undirected"
"2";"449";"undirected"
"27";"449";"undirected"
"283";"450";"undirected"
"19";"450";"undirected"
"442";"451";"undirected"
"7";"451";"undirected"
"208";"452";"undirected"
"176";"452";"undirected"
"82";"453";"undirected"
"345";"453";"undirected"
"129";"454";"undirected"
"105";"454";"undirected"
"129";"455";"undirected"
"203";"455";"undirected"
"57";"456";"undirected"
"1";"456";"undirected"
"425";"457";"undirected"
"168";"457";"undirected"
"4";"458";"undirected"
"16";"458";"undirected"
"290";"459";"undirected"
"3";"459";"undirected"
"266";"460";"undirected"
"200";"460";"undirected"
"91";"461";"undirected"
"200";"461";"undirected"
"31";"462";"undirected"
"264";"462";"undirected"
"109";"463";"undirected"
"264";"463";"undirected"
"250";"464";"undirected"
"191";"464";"undirected"
"6";"465";"undirected"
"239";"465";"undirected"
"173";"466";"undirected"
"147";"466";"undirected"
"459";"467";"undirected"
"284";"467";"undirected"
"12";"468";"undirected"
"9";"468";"undirected"
"219";"469";"undirected"
"57";"469";"undirected"
"287";"470";"undirected"
"59";"470";"undirected"
"221";"471";"undirected"
"77";"471";"undirected"
"110";"472";"undirected"
"220";"472";"undirected"
"471";"473";"undirected"
"10";"473";"undirected"
"21";"474";"undirected"
"80";"474";"undirected"
"145";"475";"undirected"
"31";"475";"undirected"
"13";"476";"undirected"
"289";"476";"undirected"
"47";"477";"undirected"
"7";"477";"undirected"
"448";"478";"undirected"
"67";"478";"undirected"
"247";"479";"undirected"
"193";"479";"undirected"
"173";"480";"undirected"
"75";"480";"undirected"
"406";"481";"undirected"
"451";"481";"undirected"
"289";"482";"undirected"
"16";"482";"undirected"
"179";"483";"undirected"
"191";"483";"undirected"
"93";"484";"undirected"
"57";"484";"undirected"
"237";"485";"undirected"
"344";"485";"undirected"
"114";"486";"undirected"
"235";"486";"undirected"
"45";"487";"undirected"
"132";"487";"undirected"
"87";"488";"undirected"
"350";"488";"undirected"
"42";"489";"undirected"
"134";"489";"undirected"
"356";"490";"undirected"
"88";"490";"undirected"
"47";"491";"undirected"
"77";"491";"undirected"
"385";"492";"undirected"
"134";"492";"undirected"
"57";"493";"undirected"
"442";"493";"undirected"
"283";"494";"undirected"
"149";"494";"undirected"
"155";"495";"undirected"
"212";"495";"undirected"
"344";"496";"undirected"
"104";"496";"undirected"
"16";"497";"undirected"
"12";"497";"undirected"
"122";"498";"undirected"
"20";"498";"undirected"
"166";"499";"undirected"
"274";"499";"undirected"
"12";"500";"undirected"
"214";"500";"undirected"
"98";"501";"undirected"
"79";"501";"undirected"
"75";"502";"undirected"
"133";"502";"undirected"
"381";"503";"undirected"
"10";"503";"undirected"
"199";"504";"undirected"
"318";"504";"undirected"
"69";"505";"undirected"
"154";"505";"undirected"
"380";"506";"undirected"
"244";"506";"undirected"
"463";"507";"undirected"
"394";"507";"undirected"
"232";"508";"undirected"
"13";"508";"undirected"
"8";"509";"undirected"
"296";"509";"undirected"
"11";"510";"undirected"
"189";"510";"undirected"
"466";"511";"undirected"
"241";"511";"undirected"
"136";"512";"undirected"
"222";"512";"undirected"
"129";"513";"undirected"
"6";"513";"undirected"
"424";"514";"undirected"
"69";"514";"undirected"
"196";"515";"undirected"
"276";"515";"undirected"
"77";"516";"undirected"
"8";"516";"undirected"
"441";"517";"undirected"
"6";"517";"undirected"
"57";"518";"undirected"
"78";"518";"undirected"
"512";"519";"undirected"
"171";"519";"undirected"
"426";"520";"undirected"
"402";"520";"undirected"
"491";"521";"undirected"
"86";"521";"undirected"
"19";"522";"undirected"
"69";"522";"undirected"
"176";"523";"undirected"
"123";"523";"undirected"
"356";"524";"undirected"
"91";"524";"undirected"
"36";"525";"undirected"
"160";"525";"undirected"
"415";"526";"undirected"
"450";"526";"undirected"
"49";"527";"undirected"
"470";"527";"undirected"
"317";"528";"undirected"
"408";"528";"undirected"
"344";"529";"undirected"
"21";"529";"undirected"
"57";"530";"undirected"
"174";"530";"undirected"
"1";"531";"undirected"
"150";"531";"undirected"
"82";"532";"undirected"
"36";"532";"undirected"
"423";"533";"undirected"
"36";"533";"undirected"
"6";"534";"undirected"
"391";"534";"undirected"
"474";"535";"undirected"
"222";"535";"undirected"
"156";"536";"undirected"
"357";"536";"undirected"
"146";"537";"undirected"
"134";"537";"undirected"
"228";"538";"undirected"
"304";"538";"undirected"
"373";"539";"undirected"
"146";"539";"undirected"
"2";"540";"undirected"
"193";"540";"undirected"
"151";"541";"undirected"
"1";"541";"undirected"
"235";"542";"undirected"
"318";"542";"undirected"
"383";"543";"undirected"
"311";"543";"undirected"
"347";"544";"undirected"
"13";"544";"undirected"
"459";"545";"undirected"
"75";"545";"undirected"
"22";"546";"undirected"
"257";"546";"undirected"
"302";"547";"undirected"
"2";"547";"undirected"
"253";"548";"undirected"
"10";"548";"undirected"
"76";"549";"undirected"
"206";"549";"undirected"
"26";"550";"undirected"
"527";"550";"undirected"
"43";"551";"undirected"
"244";"551";"undirected"
"509";"552";"undirected"
"12";"552";"undirected"
"62";"553";"undirected"
"422";"553";"undirected"
"192";"554";"undirected"
"127";"554";"undirected"
"480";"555";"undirected"
"350";"555";"undirected"
"378";"556";"undirected"
"381";"556";"undirected"
"20";"557";"undirected"
"63";"557";"undirected"
"298";"558";"undirected"
"66";"558";"undirected"
"188";"559";"undirected"
"43";"559";"undirected"
"8";"560";"undirected"
"226";"560";"undirected"
"244";"561";"undirected"
"5";"561";"undirected"
"179";"562";"undirected"
"73";"562";"undirected"
"69";"563";"undirected"
"179";"563";"undirected"
"355";"564";"undirected"
"248";"564";"undirected"
"6";"565";"undirected"
"179";"565";"undirected"
"122";"566";"undirected"
"95";"566";"undirected"
"159";"567";"undirected"
"41";"567";"undirected"
"8";"568";"undirected"
"31";"568";"undirected"
"70";"569";"undirected"
"123";"569";"undirected"
"41";"570";"undirected"
"176";"570";"undirected"
"75";"571";"undirected"
"169";"571";"undirected"
"222";"572";"undirected"
"108";"572";"undirected"
"191";"573";"undirected"
"517";"573";"undirected"
"2";"574";"undirected"
"103";"574";"undirected"
"137";"575";"undirected"
"83";"575";"undirected"
"364";"576";"undirected"
"62";"576";"undirected"
"7";"577";"undirected"
"499";"577";"undirected"
"75";"578";"undirected"
"80";"578";"undirected"
"106";"579";"undirected"
"43";"579";"undirected"
"138";"580";"undirected"
"36";"580";"undirected"
"27";"581";"undirected"
"182";"581";"undirected"
"174";"582";"undirected"
"45";"582";"undirected"
"391";"583";"undirected"
"3";"583";"undirected"
"8";"584";"undirected"
"32";"584";"undirected"
"356";"585";"undirected"
"7";"585";"undirected"
"61";"586";"undirected"
